AGNO,RBD,DGV_RBD,NOM_RBD,MRUN,RUT_SOSTENEDOR,P_JURIDICA,COD_REG_RBD,NOM_REG_RBD_A,COD_PRO_RBD,COD_COM_RBD,NOM_COM_RBD,COD_DEPROV_RBD,NOM_DEPROV_RBD,COD_DEPE,COD_DEPE2,RURAL_RBD,LATITUD,LONGITUD,CONVENIO_PIE,ENS_01,ENS_02,ENS_03,ENS_04,ENS_05,ENS_06,ENS_07,ENS_08,ENS_09,ENS_10,ENS_11,MATRICULA,ESTADO_ESTAB,ORI_RELIGIOSA,ORI_OTRO_GLOSA,PAGO_MATRICULA,PAGO_MENSUAL,all_levels,cod_comuna,Comuna,cat_desempeno_2019,agno_2m,rbd,prom_lect2m_rbd,prom_mate2m_rbd,prom_nat2m_rbd,agno_8b,prom_lect8b_rbd,prom_mate8b_rbd,prom_soc8b_rbd,agno,prom_lect4b_rbd,prom_mate4b_rbd
2020,8506,5,INSTITUTO COMERCIAL ELIODORO DOMINGUEZ DOMINGUEZ, ,60911000,1,13,RM,131,13101,SANTIAGO,131,SANTIAGO CENTRO,5,4,URBANO,-33.43851658,-70.67837947,0,Enseñanza Media H-C niños y jóvenes,Educación Media H-C Adultos,Enseñanza Media T-P Comercial Niños y Jóvenes,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,LAICA, ,GRATUITO,GRATUITO,Enseñanza Media H-C niños y jóvenes/Educación Media H-C Adultos/Enseñanza Media T-P Comercial Niños y Jóvenes/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13101,Santiago,SIN CATEGORIA: FALTA DE INFORMACIÓN,2018.0,8506.0,236.0,265.0,242.0,,,,,,,
2020,8507,3,LICEO COMERCIAL JOAQUIN VERA MORALES, ,71499900,1,13,RM,131,13101,SANTIAGO,131,SANTIAGO CENTRO,5,4,URBANO,-33.45549342,-70.66865263,0,Enseñanza Media H-C niños y jóvenes,Enseñanza Media T-P Comercial Niños y Jóvenes,Enseñanza Media T-P Industrial Niños y Jóvenes,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,LAICA, ,GRATUITO,GRATUITO,Enseñanza Media H-C niños y jóvenes/Enseñanza Media T-P Comercial Niños y Jóvenes/Enseñanza Media T-P Industrial Niños y Jóvenes/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13101,Santiago,SIN CATEGORIA: FALTA DE INFORMACIÓN,2018.0,8507.0,232.0,229.0,212.0,,,,,,,
2020,8508,1,LICEO POLIVALENTE JUAN A.RIOS, ,69071000,1,13,RM,131,13126,QUINTA NORMAL,134,SANTIAGO PONIENTE,2,1,URBANO,-33.43160765999999,-70.68697808,0,Enseñanza Media H-C niños y jóvenes,Enseñanza Media T-P Comercial Niños y Jóvenes,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,LAICA, ,GRATUITO,GRATUITO,Enseñanza Media H-C niños y jóvenes/Enseñanza Media T-P Comercial Niños y Jóvenes/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13126,Quinta Normal,SIN CATEGORIA: FALTA DE INFORMACIÓN,2018.0,8508.0,228.0,214.0,220.0,,,,,,,
2020,8510,3,LICEO PAULA JARAQUEMADA, ,69254800,1,13,RM,131,13127,RECOLETA,137,SANTIAGO NORTE,2,1,URBANO,-33.42596186,-70.64693479,1,Enseñanza Media H-C niños y jóvenes,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,LAICA, ,GRATUITO,GRATUITO,Enseñanza Media H-C niños y jóvenes/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13127,Recoleta,SIN CATEGORIA: FALTA DE INFORMACIÓN,2018.0,8510.0,233.0,241.0,213.0,,,,,,,
2020,8511,1,LICEO EXPERIMENTAL ARTISTICO B-65, ,60911000,1,13,RM,131,13119,MAIPÚ,134,SANTIAGO PONIENTE,5,4,URBANO,-33.43229408,-70.68769941,0,Educación Básica,Enseñanza Media Artística Niños y Jóvenes,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,LAICA, ,GRATUITO,GRATUITO,Educación Básica/Enseñanza Media Artística Niños y Jóvenes/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13119,Maipú,MEDIO-BAJO,2018.0,8511.0,229.0,226.0,230.0,2019.0,225.0,235.0,215.0,2018.0,267.0,235.0
2020,8513,8,ESC. BAS. REPUBLICA ORIENTAL DE URUGUAY, ,69070100,1,13,RM,131,13101,SANTIAGO,131,SANTIAGO CENTRO,2,1,URBANO,-33.44986649,-70.64029999,1,Educación Parvularia,Educación Básica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,LAICA, ,GRATUITO,GRATUITO,Educación Parvularia/Educación Básica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13101,Santiago,MEDIO-BAJO,,8513.0,,,,2019.0,243.0,251.0,239.0,2018.0,248.0,250.0
2020,8514,6,LICEO MULTIGENERO DOCTORA ELOISA DIAZ INZUNZA, ,69255500,1,13,RM,131,13108,INDEPENDENCIA,137,SANTIAGO NORTE,2,1,URBANO,-33.40979197,-70.66251778,1,Educación Parvularia,Educación Básica,Enseñanza Media H-C niños y jóvenes,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,LAICA, ,GRATUITO,GRATUITO,Educación Parvularia/Educación Básica/Enseñanza Media H-C niños y jóvenes/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13108,Independencia,MEDIO-BAJO,2018.0,8514.0,255.0,237.0,234.0,2019.0,243.0,233.0,245.0,2018.0,276.0,242.0
2020,8515,4,ESCUELA BASICA CORNELIA OLIVARES, ,69255500,1,13,RM,131,13108,INDEPENDENCIA,137,SANTIAGO NORTE,2,1,URBANO,-33.42314179,-70.65681424,1,Educación Parvularia,Educación Básica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,LAICA, ,GRATUITO,GRATUITO,Educación Parvularia/Educación Básica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13108,Independencia,MEDIO,,8515.0,,,,2019.0,236.0,254.0,246.0,2018.0,246.0,244.0
2020,8518,9,LICEO ESTACION CENTRAL, ,69254300,1,13,RM,131,13106,ESTACIÓN CENTRAL,134,SANTIAGO PONIENTE,2,1,URBANO,-33.45660624,-70.69843202,1,Educación Parvularia,Educación Básica,Enseñanza Media H-C niños y jóvenes,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,LAICA, ,GRATUITO,GRATUITO,Educación Parvularia/Educación Básica/Enseñanza Media H-C niños y jóvenes/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13106,Estación Central,MEDIO-BAJO,2018.0,8518.0,237.0,230.0,224.0,2019.0,218.0,226.0,226.0,2018.0,257.0,247.0
2020,8519,7,ESCUELA BASICA PEDRO AGUIRRE CERDA, ,69255000,1,13,RM,131,13102,CERRILLOS,134,SANTIAGO PONIENTE,2,1,URBANO,-33.48183895999999,-70.69316402,1,Educación Parvularia,Educación Básica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,LAICA, ,GRATUITO,GRATUITO,Educación Parvularia/Educación Básica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13102,Cerrillos,MEDIO-BAJO,,8519.0,,,,2019.0,224.0,245.0,226.0,2018.0,230.0,197.0
2020,8520,0,ESCUELA BASICA PROVINCIA DE CHILOE, ,69070100,1,13,RM,131,13101,SANTIAGO,131,SANTIAGO CENTRO,2,1,URBANO,-33.47074552,-70.67136899,1,Educación Parvularia,Educación Básica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,LAICA, ,GRATUITO,GRATUITO,Educación Parvularia/Educación Básica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13101,Santiago,MEDIO-BAJO,,8520.0,,,,2019.0,224.0,243.0,230.0,2018.0,264.0,252.0
2020,8521,9,ESCUELA CARLOS CONDELL DE LA HAZA, ,69254300,1,13,RM,131,13106,ESTACIÓN CENTRAL,134,SANTIAGO PONIENTE,2,1,URBANO,-33.46146352,-70.70038386,1,Educación Parvularia,Educación Básica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,LAICA, ,GRATUITO,GRATUITO,Educación Parvularia/Educación Básica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13106,Estación Central,MEDIO,,8521.0,,,,2019.0,262.0,265.0,264.0,2018.0,282.0,292.0
2020,8522,7,ESCUELA BASICA REPUBLICA DE COLOMBIA, ,69070100,1,13,RM,131,13101,SANTIAGO,131,SANTIAGO CENTRO,2,1,URBANO,-33.45423061,-70.67438866,1,Educación Parvularia,Educación Básica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,LAICA, ,GRATUITO,GRATUITO,Educación Parvularia/Educación Básica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13101,Santiago,MEDIO-BAJO,,8522.0,,,,2019.0,243.0,258.0,244.0,2018.0,260.0,242.0
2020,8523,5,ESCUELA BASICA REPUBLICA DE PANAMA, ,69070100,1,13,RM,131,13101,SANTIAGO,131,SANTIAGO CENTRO,2,1,URBANO,-33.44242110999999,-70.67800391,1,Educación Parvularia,Educación Básica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,NO ESPECIFICADA,CATÓLICO-EVANGÉLICA,GRATUITO,GRATUITO,Educación Parvularia/Educación Básica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13101,Santiago,MEDIO-BAJO,,8523.0,,,,2019.0,231.0,238.0,224.0,2018.0,274.0,256.0
2020,8529,4,ESCUELA DE PARVULOS ANTU-HUILEN, ,69255500,1,13,RM,131,13108,INDEPENDENCIA,137,SANTIAGO NORTE,2,1,URBANO,-33.422047,-70.66598,1,Educación Parvularia,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,LAICA, ,GRATUITO,GRATUITO,Educación Parvularia/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13108,Independencia,SIN CATEGORIA: FALTA DE INFORMACIÓN,,,,,,,,,,,,
2020,8530,8,ESCUELA CADETE ARTURO PRAT CHACON, ,69070100,1,13,RM,131,13101,SANTIAGO,131,SANTIAGO CENTRO,2,1,URBANO,-33.44870941,-70.65670874,1,Educación Parvularia,Educación Básica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,No Aplica,1,1,LAICA, ,GRATUITO,GRATUITO,Educación Parvularia/Educación Básica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica/No Aplica,13101,Santiago,MEDIO-BAJO,,8530.0,,,,2019.0,232.0,244.0,221.0,2018.0,266.0,249.0
